Neighbourhood,City,Property_Type,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Guests_Included,Extra_People,Minimum_Nights,Maximum_Nights
Western Addition,San Francisco,Apartment,Private room,1,1.5,1,1,389,1,40,7,1125
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,1,1,195,2,20,7,14
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,80,1,0,1,1125
Western Addition,San Francisco,Other,Entire home/apt,6,2,3,3,389,3,25,3,1125
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,50,1,10,1,3
Western Addition,San Francisco,Apartment,Private room,1,1,1,1,80,1,0,1,1125
Golden Gate Park,San Francisco,House,Private room,2,1,1,1,140,1,0,2,5
Seacliff,San Francisco,Condominium,Entire home/apt,6,2,3,3,370,1,0,2,28
Seacliff,San Francisco,House,Private room,1,1,1,1,195,1,0,1,1125
Haight Ashbury,San Francisco,Apartment,Private room,1,1,1,1,100,1,0,7,27
Haight Ashbury,San Francisco,Apartment,Private room,2,2,1,1,325,1,0,3,15
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,85,1,0,5,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,3,1,1,1,295,1,0,3,60
Haight Ashbury,San Francisco,House,Entire home/apt,2,1,1,1,195,1,0,3,30
Haight Ashbury,San Francisco,House,Private room,2,1,1,1,139,1,0,2,7
Haight Ashbury,San Francisco,House,Private room,2,1.5,1,1,93,1,30,1,30
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,0,2,179,1,0,2,29
Haight Ashbury,San Francisco,House,Private room,2,0,1,1,125,1,10,2,21
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,500,1,0,5,30
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1.5,2,2,389,1,0,2,8
Haight Ashbury,San Francisco,Apartment,Private room,1,1.5,1,1,89,1,30,2,14
Outer Mission,San Francisco,House,Private room,4,1,1,1,97,2,46,1,1125
Outer Mission,San Francisco,Apartment,Entire home/apt,3,1,1,2,129,1,0,2,8
Outer Mission,San Francisco,Apartment,Private room,3,1,1,1,99,1,0,3,29
Outer Mission,San Francisco,House,Entire home/apt,2,1,0,1,129,1,0,2,14
Outer Mission,San Francisco,House,Entire home/apt,5,2,3,3,179,3,6,30,1125
Outer Mission,San Francisco,Condominium,Entire home/apt,6,3,4,4,198,5,7,30,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,62,2,30,2,1125
Downtown/Civic Center,San Francisco,Dorm,Entire home/apt,2,1,0,1,110,1,0,1,21
Downtown/Civic Center,San Francisco,Other,Private room,4,1,1,2,175,2,25,1,321
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,1,1,2,75,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,2,2,2,395,1,0,2,1125
Downtown/Civic Center,San Francisco,Condominium,Private room,2,1,1,1,130,2,0,1,1125
Nob Hill,San Francisco,Apartment,Private room,4,1,1,2,90,1,0,7,28
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,150,2,30,1,1125
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,100,1,0,1,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,4,1,2,2,500,1,0,2,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,6,3,3,3,499,1,0,1,1125
Outer Sunset,San Francisco,House,Entire home/apt,6,1,1,4,99,2,15,1,1125
Outer Sunset,San Francisco,House,Entire home/apt,6,3,3,4,950,4,50,2,1125
Outer Sunset,San Francisco,House,Private room,1,1,1,1,88,1,20,1,1125
Outer Sunset,San Francisco,House,Private room,1,1,1,1,72,1,0,7,360
Outer Sunset,San Francisco,Apartment,Private room,2,1,2,1,38,1,10,1,7
Outer Sunset,San Francisco,Guesthouse,Shared room,1,1,1,1,43,1,55,1,30
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,0,1,120,2,0,2,29
Russian Hill,San Francisco,Boutique hotel,Private room,4,1,1,2,450,1,0,3,3
Russian Hill,San Francisco,Apartment,Private room,2,1,1,1,275,2,100,3,7
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,2,2,298,1,0,2,5
Russian Hill,San Francisco,Apartment,Private room,2,1,1,1,200,1,0,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,2,1,0,1,200,1,300,14,180
Russian Hill,San Francisco,House,Entire home/apt,6,1,3,3,500,1,0,5,30
Noe Valley,San Francisco,Apartment,Entire home/apt,5,1,2,3,170,1,0,30,1125
Noe Valley,San Francisco,House,Entire home/apt,6,1,2,3,499,1,0,3,1125
Noe Valley,San Francisco,Apartment,Private room,1,1,1,1,170,1,0,7,30
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,150,1,0,2,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,1,2,200,1,0,3,10
Noe Valley,San Francisco,Apartment,Entire home/apt,3,1,1,1,156,2,50,2,7
Noe Valley,San Francisco,Apartment,Entire home/apt,2,2,1,1,299,1,0,2,27
Noe Valley,San Francisco,House,Entire home/apt,6,1,2,2,675,5,225,5,28
Noe Valley,San Francisco,Apartment,Entire home/apt,6,2,2,3,271,2,0,30,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,1,2,200,1,0,2,29
Noe Valley,San Francisco,Apartment,Private room,1,1,1,1,100,1,0,1,1125
Noe Valley,San Francisco,House,Entire home/apt,6,1.5,3,3,350,1,0,2,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,1,1,175,2,30,2,1125
Inner Sunset,San Francisco,House,Entire home/apt,6,2,3,4,150,1,0,5,8
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,1,1,350,2,50,3,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,65,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,150,1,0,2,14
Downtown/Civic Center,San Francisco,Timeshare,Entire home/apt,4,1,1,2,270,1,0,2,1125
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,2,2,1,100,2,60,1,25
Downtown/Civic Center,San Francisco,Hostel,Private room,2,8,1,1,70,1,0,1,21
Downtown/Civic Center,San Francisco,Apartment,Private room,4,1,1,2,229,1,0,1,1125
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,2,1,1,100,2,60,1,25
Diamond Heights,San Francisco,House,Shared room,1,1,1,1,120,1,0,1,1125
Diamond Heights,San Francisco,Apartment,Entire home/apt,2,1,1,1,159,1,0,1,1125
Russian Hill,San Francisco,Apartment,Entire home/apt,5,1.5,2,2,500,1,0,1,1125
Russian Hill,San Francisco,Condominium,Entire home/apt,4,1,1,2,430,1,0,7,7
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,1,2,400,1,0,3,1125
Russian Hill,San Francisco,Condominium,Private room,2,1,1,1,300,1,0,2,1125
Russian Hill,San Francisco,Condominium,Entire home/apt,4,2,2,2,400,1,0,4,1125
Inner Sunset,San Francisco,Apartment,Entire home/apt,2,1,1,1,165,1,0,3,1125
Inner Sunset,San Francisco,Apartment,Entire home/apt,4,1,1,1,200,4,75,2,9
Inner Sunset,San Francisco,Apartment,Entire home/apt,2,1,0,1,129,2,25,2,10
Inner Sunset,San Francisco,House,Private room,3,1,1,2,129,1,35,1,6
Inner Sunset,San Francisco,Apartment,Private room,1,1,1,1,46,1,0,15,29
Inner Sunset,San Francisco,House,Entire home/apt,6,1.5,3,4,375,1,0,3,8
Inner Sunset,San Francisco,Apartment,Private room,2,1,1,1,75,1,33,1,1125
Inner Sunset,San Francisco,House,Private room,2,1,1,1,125,1,0,2,29
Treasure Island/YBI,San Francisco,Townhouse,Private room,2,2,1,1,70,1,35,1,60
Treasure Island/YBI,San Francisco,Apartment,Private room,2,1.5,1,1,55,1,0,1,1125
Treasure Island/YBI,San Francisco,Camper/RV,Entire home/apt,2,0,0,1,58,1,0,1,1125
Outer Richmond,San Francisco,Apartment,Private room,1,1.5,1,1,177,1,0,1,1125
Outer Richmond,San Francisco,Apartment,Entire home/apt,4,1,1,2,120,4,0,2,90
Outer Richmond,San Francisco,Apartment,Entire home/apt,6,2,3,4,315,5,25,3,30
Outer Richmond,San Francisco,Apartment,Entire home/apt,4,1,2,2,170,1,0,7,1125
Outer Richmond,San Francisco,Apartment,Entire home/apt,4,2,2,2,205,2,15,3,1125
Excelsior,San Francisco,Apartment,Entire home/apt,3,1,1,1,98,1,0,2,7
Excelsior,San Francisco,House,Entire home/apt,2,1,1,1,63,2,30,2,1125
Excelsior,San Francisco,Apartment,Entire home/apt,5,1,2,2,135,4,0,2,28
Excelsior,San Francisco,Apartment,Entire home/apt,1,1,1,1,100,1,0,1,1125
Excelsior,San Francisco,House,Entire home/apt,8,1,4,4,276,6,25,1,1125
Excelsior,San Francisco,House,Entire home/apt,8,2,3,4,595,1,0,5,14
Parkside,San Francisco,House,Private room,2,1,1,1,120,1,38,3,365
Parkside,San Francisco,House,Entire home/apt,5,1,2,2,189,4,50,3,300
Financial District,San Francisco,Apartment,Private room,2,1,1,1,100,1,0,180,1125
Financial District,San Francisco,Apartment,Private room,2,1,1,1,159,1,0,1,1125
Financial District,San Francisco,Apartment,Entire home/apt,2,1,1,1,300,1,0,2,1125
Financial District,San Francisco,Apartment,Entire home/apt,1,1,1,1,282,1,0,4,7
Ocean View,San Francisco,House,Entire home/apt,4,1,2,2,240,1,55,3,5
Ocean View,San Francisco,House,Entire home/apt,8,3.5,4,5,320,8,20,2,1125
Ocean View,San Francisco,House,Private room,2,1,1,1,75,2,0,1,1125
Mission,San Francisco,Apartment,Private room,1,,1,1,80,1,40,31,186
Mission,San Francisco,House,Entire home/apt,6,2.5,3,4,850,1,0,3,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,2,120,1,0,3,1125
Mission,San Francisco,Loft,Private room,3,1,2,3,199,2,99,1,1125
Mission,San Francisco,Apartment,Entire home/apt,6,1,2,3,165,4,25,3,21
Mission,San Francisco,Apartment,Entire home/apt,4,1,2,2,225,2,0,2,365
Mission,San Francisco,Apartment,Private room,4,1,1,1,200,2,100,1,60
Mission,San Francisco,Apartment,Private room,2,1,1,1,95,1,20,3,60
Mission,San Francisco,House,Private room,2,1,1,1,79,1,0,1,1125
Mission,San Francisco,Apartment,Private room,2,1.5,1,1,103,1,0,2,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,0,1,180,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,3,1,1,2,215,2,35,2,14
Inner Richmond,San Francisco,House,Entire home/apt,4,2,2,2,295,4,20,1,1125
Inner Richmond,San Francisco,Apartment,Entire home/apt,5,1,1,3,375,1,0,3,1125
Inner Richmond,San Francisco,Condominium,Entire home/apt,6,1,2,2,250,1,0,1,1125
Inner Richmond,San Francisco,House,Entire home/apt,6,2.5,3,3,450,1,0,7,1125
Inner Richmond,San Francisco,Apartment,Entire home/apt,3,1,1,2,130,3,25,1,29
Inner Richmond,San Francisco,Apartment,Entire home/apt,2,1,1,1,150,1,0,2,1125
Marina,San Francisco,Apartment,Entire home/apt,4,1.5,2,3,360,1,0,3,365
Marina,San Francisco,Apartment,Entire home/apt,2,1,1,1,350,1,0,1,1125
Marina,San Francisco,House,Private room,2,1,1,1,100,1,0,2,1125
Marina,San Francisco,House,Private room,2,1.5,1,1,120,1,0,3,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,1,0,2,1125
Marina,San Francisco,House,Entire home/apt,5,1,1,1,220,2,50,3,1125
Marina,San Francisco,Apartment,Private room,1,1,1,1,440,1,0,1,3
Marina,San Francisco,Apartment,Private room,2,1,1,1,207,1,0,1,1125
Marina,San Francisco,Condominium,Private room,1,1,1,1,200,1,0,5,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,1,1,298,2,0,2,7
Bayview,San Francisco,Apartment,Entire home/apt,6,2,3,3,950,1,0,1,1125
Mission,San Francisco,Condominium,Private room,2,2,1,1,122,1,25,5,18
Mission,San Francisco,Apartment,Private room,3,1,1,2,149,2,60,1,29
Mission,San Francisco,Apartment,Entire home/apt,5,1.5,1,2,153,2,50,5,1125
Mission,San Francisco,House,Entire home/apt,2,2,1,1,195,2,75,3,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,75,1,0,1,1125
Mission,San Francisco,Condominium,Entire home/apt,6,2,2,3,350,4,25,30,1125
Mission,San Francisco,Loft,Private room,2,1,1,1,65,1,0,5,1125
Mission,San Francisco,House,Entire home/apt,8,2,3,4,425,8,0,2,1125
Mission,San Francisco,Apartment,Entire home/apt,4,2,1,2,250,1,0,14,1125
Mission,San Francisco,House,Private room,3,1,1,2,99,2,40,3,28
Mission,San Francisco,Apartment,Private room,2,1,1,1,140,1,0,1,1125
Mission,San Francisco,Apartment,Private room,1,1,1,1,80,1,0,3,25
West of Twin Peaks,San Francisco,House,Private room,2,1,1,2,90,1,0,1,8
West of Twin Peaks,San Francisco,House,Private room,1,0.5,1,1,55,1,0,30,365
West of Twin Peaks,San Francisco,House,Private room,2,1,1,1,69,1,19,4,26
Inner Richmond,San Francisco,House,Private room,2,1.5,1,1,59,1,25,30,365
Inner Richmond,San Francisco,House,Entire home/apt,5,1.5,3,2,450,1,0,4,10
Inner Richmond,San Francisco,Apartment,Entire home/apt,2,1,1,1,180,2,20,2,7
Inner Richmond,San Francisco,House,Private room,2,1.5,1,1,59,1,25,30,365
Mission,San Francisco,Apartment,Private room,1,1,1,1,45,1,0,10,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,170,1,0,2,1125
Mission,San Francisco,House,Entire home/apt,4,2,2,2,318,2,0,3,1125
Mission,San Francisco,House,Private room,1,1,1,1,85,1,35,5,90
Mission,San Francisco,House,Entire home/apt,6,1.5,2,3,325,4,50,3,25
Mission,San Francisco,Apartment,Private room,1,2,1,1,160,4,0,5,16
Mission,San Francisco,Apartment,Entire home/apt,4,1,2,2,245,1,0,2,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,249,1,0,3,21
Mission,San Francisco,House,Private room,2,1,1,1,210,1,0,2,30
Mission,San Francisco,Apartment,Private room,2,1,1,1,145,1,0,2,60
Mission,San Francisco,Apartment,Private room,2,1,1,1,85,1,0,1,1125
Mission,San Francisco,Apartment,Private room,1,1,1,1,80,1,0,1,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,175,2,50,1,30
Mission,San Francisco,Apartment,Private room,2,1,1,1,100,1,0,1,1125
Mission,San Francisco,Apartment,Private room,1,1.5,1,1,75,1,0,1,1125
South of Market,San Francisco,Townhouse,Private room,1,1,1,1,200,1,0,13,70
South of Market,San Francisco,Apartment,Entire home/apt,6,2,1,3,390,3,30,2,1125
South of Market,San Francisco,Apartment,Private room,1,1,1,1,125,1,30,2,1125
Glen Park,San Francisco,House,Entire home/apt,2,1,1,1,200,2,0,2,1125
Glen Park,San Francisco,Other,Entire home/apt,4,1,2,2,495,4,25,1,28
Glen Park,San Francisco,House,Entire home/apt,6,1.5,4,4,500,6,100,2,30
Glen Park,San Francisco,House,Private room,1,1,1,1,100,1,0,2,14
Potrero Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,140,1,0,1,1125
Potrero Hill,San Francisco,Condominium,Entire home/apt,2,1,0,1,250,1,0,2,7
Potrero Hill,San Francisco,Other,Entire home/apt,6,1,1,3,190,3,10,1,120
Potrero Hill,San Francisco,Apartment,Entire home/apt,4,1.5,1,2,400,1,0,3,1125
Potrero Hill,San Francisco,Apartment,Entire home/apt,6,1,1,1,110,2,50,1,999
Potrero Hill,San Francisco,House,Entire home/apt,8,3.5,4,4,500,1,0,7,30
Potrero Hill,San Francisco,Apartment,Private room,1,1,1,1,89,1,0,7,30
Potrero Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,175,1,50,7,90
Potrero Hill,San Francisco,House,Private room,1,1,1,1,75,1,0,1,1125
Castro/Upper Market,San Francisco,Loft,Entire home/apt,2,1,1,1,105,2,50,30,1125
Castro/Upper Market,San Francisco,Apartment,Private room,2,2.5,1,1,71,1,5,5,21
Bayview,San Francisco,Dorm,Private room,4,1,1,2,68,1,0,1,1125
Bayview,San Francisco,Apartment,Entire home/apt,6,1,2,3,200,4,25,1,1125
Bayview,San Francisco,Apartment,Private room,4,1,1,1,70,1,20,2,1125
Visitacion Valley,San Francisco,House,Private room,2,1.5,1,1,65,1,0,1,1125
Visitacion Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,500,1,0,1,1125
Pacific Heights,San Francisco,Apartment,Private room,2,1,1,1,527,1,0,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,4,2,2,2,250,1,0,3,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,5,2,2,2,800,1,0,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,4,2,2,2,400,2,0,3,10
Pacific Heights,San Francisco,Apartment,Private room,2,1,1,1,306,1,0,1,12
Pacific Heights,San Francisco,Apartment,Entire home/apt,4,1,1,3,220,3,60,2,29
Pacific Heights,San Francisco,Apartment,Entire home/apt,3,1,1,1,195,1,0,1,29
Pacific Heights,San Francisco,House,Entire home/apt,6,2.5,3,3,291,1,0,30,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,2,1,2,2,500,2,50,1,1125
Presidio Heights,San Francisco,House,Private room,2,1,1,1,120,2,50,2,30
South of Market,San Francisco,Other,Private room,2,1,1,1,200,1,0,1,27
South of Market,San Francisco,Apartment,Entire home/apt,3,1,1,1,300,1,0,1,1125
Nob Hill,San Francisco,Apartment,Private room,2,1,0,1,89,1,0,7,180
Nob Hill,San Francisco,Apartment,Entire home/apt,4,1,1,2,240,1,0,3,30
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,85,1,0,1,1125
Outer Sunset,San Francisco,House,Entire home/apt,8,2,4,5,450,6,50,5,20
Outer Sunset,San Francisco,House,Entire home/apt,6,1,2,3,215,6,50,2,30
Outer Sunset,San Francisco,Condominium,Entire home/apt,8,1,2,5,200,4,15,1,28
Outer Sunset,San Francisco,House,Private room,2,1.5,1,1,109,1,30,10,365
Outer Sunset,San Francisco,Apartment,Private room,2,1,1,1,69,1,0,2,15
Outer Sunset,San Francisco,Apartment,Entire home/apt,3,1,1,2,165,2,25,5,120
Outer Sunset,San Francisco,House,Private room,3,1,1,2,72,2,40,2,10
Western Addition,San Francisco,Apartment,Shared room,1,1,1,1,65,1,0,1,3
Western Addition,San Francisco,Apartment,Entire home/apt,5,1,2,2,450,1,0,2,1125
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,112,1,0,1,28
Western Addition,San Francisco,House,Entire home/apt,6,1.5,3,4,180,4,50,7,30
Western Addition,San Francisco,Apartment,Private room,4,1,1,2,153,2,20,1,14
Western Addition,San Francisco,House,Private room,2,1,1,1,134,2,40,1,1125
Western Addition,San Francisco,Apartment,Entire home/apt,7,1.5,4,5,348,1,0,2,10
Western Addition,San Francisco,Apartment,Entire home/apt,4,1,1,2,150,1,0,2,1125
Western Addition,San Francisco,House,Private room,1,1,1,1,200,1,0,1,3
Western Addition,San Francisco,House,Private room,2,1,1,1,110,1,0,2,29
Western Addition,San Francisco,House,Entire home/apt,4,1,1,1,360,1,15,1,29
Western Addition,San Francisco,House,Private room,2,1.5,1,1,85,1,0,1,1125
Western Addition,San Francisco,House,Entire home/apt,5,1,2,3,240,1,0,3,14
Western Addition,San Francisco,House,Private room,4,1,1,3,105,2,40,2,30
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,0,1,150,1,0,14,60
Western Addition,San Francisco,Apartment,Private room,1,1.5,1,1,72,1,25,5,21
Western Addition,San Francisco,Condominium,Entire home/apt,4,1,1,2,199,2,45,2,1125
Western Addition,San Francisco,Apartment,Entire home/apt,6,2,2,3,230,3,20,7,28
Western Addition,San Francisco,Apartment,Entire home/apt,4,2.5,2,2,800,1,0,1,1125
Western Addition,San Francisco,Condominium,Entire home/apt,4,2,2,1,380,1,0,2,1125
Western Addition,San Francisco,Apartment,Private room,2,2,1,1,88,1,0,2,2
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,1,1,196,2,25,3,28
Western Addition,San Francisco,House,Entire home/apt,4,2.5,2,2,800,1,0,1,1125
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,1,2,149,1,0,2,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,1,0,2,1125
Haight Ashbury,San Francisco,House,Private room,1,1,1,1,78,1,0,1,1125
Haight Ashbury,San Francisco,Apartment,Private room,1,1,1,1,71,1,0,2,1125
Haight Ashbury,San Francisco,Bed & Breakfast,Private room,2,1,1,1,135,1,0,1,19
Haight Ashbury,San Francisco,Apartment,Private room,1,1,1,1,69,1,0,3,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,2,1,1,1,229,2,30,3,1125
Haight Ashbury,San Francisco,House,Private room,1,1.5,1,1,85,1,0,1,1125
Haight Ashbury,San Francisco,House,Private room,2,1,1,1,212,1,0,1,14
Haight Ashbury,San Francisco,House,Entire home/apt,5,1,2,3,500,4,25,4,21
Bernal Heights,San Francisco,Cabin,Entire home/apt,2,1,1,1,84,1,0,2,25
Bernal Heights,San Francisco,Condominium,Entire home/apt,4,2,2,2,145,2,25,1,14
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,2,2,2,175,2,25,30,1125
Bernal Heights,San Francisco,Other,Entire home/apt,2,1,1,1,109,1,0,5,356
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,1,1,1,132,2,25,2,1125
Bernal Heights,San Francisco,House,Private room,1,1,1,1,129,1,0,2,29
Bernal Heights,San Francisco,Condominium,Entire home/apt,4,1,2,2,220,1,0,3,1125
Bernal Heights,San Francisco,House,Private room,2,1,1,1,89,1,10,1,600
Bernal Heights,San Francisco,Apartment,Entire home/apt,2,1,1,1,130,1,0,3,1125
Bernal Heights,San Francisco,Apartment,Entire home/apt,5,1,2,3,235,2,0,6,40
Bernal Heights,San Francisco,House,Entire home/apt,4,1.5,2,2,300,2,75,2,27
Bernal Heights,San Francisco,House,Entire home/apt,4,2,2,2,275,1,0,3,14
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,1,1,2,499,1,0,1,1125
Bernal Heights,San Francisco,Apartment,Private room,2,1,1,1,65,1,0,1,1125
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,1,1,2,100,1,0,31,90
Bernal Heights,San Francisco,House,Entire home/apt,11,1,2,7,150,1,0,3,1125
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,1,0,2,260,4,50,2,90
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,1,1,2,135,3,15,2,28
Chinatown,San Francisco,Condominium,Entire home/apt,2,1,1,1,245,1,0,1,1125
Chinatown,San Francisco,Condominium,Entire home/apt,2,1,0,1,100,1,0,1,1125
Chinatown,San Francisco,Dorm,Shared room,1,,1,,29,1,0,21,180
Chinatown,San Francisco,Boutique hotel,Private room,2,1,1,1,179,1,0,2,4
Chinatown,San Francisco,Apartment,Entire home/apt,4,1,1,2,187,1,0,1,1125
Chinatown,San Francisco,Condominium,Entire home/apt,4,2,1,2,297,1,0,1,1125
North Beach,San Francisco,Condominium,Entire home/apt,4,1.5,2,2,385,4,0,3,90
North Beach,San Francisco,Apartment,Entire home/apt,2,1,0,1,98,1,0,1,1125
North Beach,San Francisco,Apartment,Entire home/apt,2,1,1,1,250,1,0,2,1125
North Beach,San Francisco,Condominium,Private room,2,1,1,1,175,1,0,2,1125
North Beach,San Francisco,Apartment,Entire home/apt,3,1,1,1,195,2,25,2,1125
North Beach,San Francisco,Apartment,Private room,2,1,1,1,75,1,0,2,14
North Beach,San Francisco,Apartment,Private room,2,1,1,1,150,1,25,1,1125
North Beach,San Francisco,Apartment,Private room,2,1,1,1,175,1,0,2,14
Nob Hill,San Francisco,Apartment,Entire home/apt,4,1,1,2,145,1,0,30,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,3,1,0,1,130,2,20,2,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,5,2,1,2,750,2,100,3,7
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,400,1,0,1,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,4,1.5,2,2,300,1,0,1,1125
Nob Hill,San Francisco,Condominium,Entire home/apt,4,1,1,1,600,1,0,3,3
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,70,1,0,5,14
South of Market,San Francisco,Condominium,Entire home/apt,4,1.5,1,2,300,1,0,2,7
South of Market,San Francisco,Apartment,Private room,4,1,1,2,150,2,30,2,7
South of Market,San Francisco,Condominium,Entire home/apt,6,2,2,3,299,1,45,1,1125
South of Market,San Francisco,Apartment,Entire home/apt,8,2,2,2,450,4,49,3,29
South of Market,San Francisco,Apartment,Private room,2,1,1,1,80,1,0,1,1125
South of Market,San Francisco,Apartment,Entire home/apt,6,2,2,5,700,1,50,3,1125
South of Market,San Francisco,Loft,Entire home/apt,4,2,2,2,300,4,100,3,14
South of Market,San Francisco,Apartment,Entire home/apt,1,1,0,1,10,1,0,1,1125
South of Market,San Francisco,Apartment,Private room,1,1,1,1,100,1,0,60,90
South of Market,San Francisco,Loft,Entire home/apt,16,1,0,1,700,10,0,1,1125
South of Market,San Francisco,Loft,Entire home/apt,4,1.5,1,1,250,1,0,3,1125
South of Market,San Francisco,Apartment,Shared room,1,1,1,1,90,1,0,2,3
South of Market,San Francisco,Apartment,Entire home/apt,4,2,2,2,315,1,0,2,1125
South of Market,San Francisco,Loft,Entire home/apt,4,1,1,1,215,1,0,3,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,6,1.5,2,4,300,4,20,3,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,4,1,1,2,249,2,20,3,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,2,1,0,1,179,1,0,1,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,3,1,1,1,275,2,40,5,15
Castro/Upper Market,San Francisco,Apartment,Private room,2,1,1,1,89,1,50,4,180
Castro/Upper Market,San Francisco,Apartment,Private room,1,1,1,1,160,1,0,1,1125
Castro/Upper Market,San Francisco,House,Entire home/apt,3,2.5,2,2,900,1,0,5,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,2,1,0,1,165,2,0,5,22
Twin Peaks,San Francisco,House,Private room,2,1,1,1,115,1,0,2,1125
Twin Peaks,San Francisco,Apartment,Private room,1,1,1,1,100,1,0,1,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,7,1,2,3,211,4,20,2,30
Haight Ashbury,San Francisco,Condominium,Private room,1,1.5,1,1,105,1,0,3,14
Haight Ashbury,San Francisco,House,Entire home/apt,6,1.5,4,5,500,6,100,2,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,6,1,3,3,177,3,0,30,364
Outer Mission,San Francisco,House,Private room,1,2,1,1,45,1,0,4,1125
Outer Mission,San Francisco,House,Entire home/apt,6,2,3,3,180,4,50,1,1125
Outer Mission,San Francisco,Other,Private room,2,1,1,1,99,1,10,3,20
Outer Mission,San Francisco,House,Private room,1,1,1,1,60,1,25,30,92
Outer Mission,San Francisco,House,Private room,2,1,1,1,69,2,0,2,1125
Outer Mission,San Francisco,House,Private room,1,1.5,1,1,110,1,25,1,1125
Outer Mission,San Francisco,House,Entire home/apt,4,1,2,3,140,2,10,3,1125
Outer Mission,San Francisco,Apartment,Entire home/apt,5,2,3,3,375,1,0,3,1125
Outer Mission,San Francisco,House,Entire home/apt,7,2.5,3,3,325,1,0,2,28
Outer Mission,San Francisco,Apartment,Private room,5,1,1,3,140,3,15,1,1125
Outer Mission,San Francisco,Apartment,Entire home/apt,6,2,3,4,250,1,0,3,22
